timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2012-12-31T00:00:00.000Z";"2012-12-31T23:59:59.999Z";"2012-12-31T01:43:00.000Z";"2012-12-31T20:38:00.000Z";"2781";13.48373286;16.58882814;12.69813116;13.5285789;14997.91;143588517.44;10613717.71;"2012-12-31T23:59:59.999Z"
"2012-12-30T00:00:00.000Z";"2012-12-30T23:59:59.999Z";"2012-12-30T02:29:00.000Z";"2012-12-30T23:40:00.000Z";"2781";13.51949475;17.76348897;12.96511768;13.47902821;11767.98;143009512.69;10609779.17;"2012-12-30T23:59:59.999Z"
"2012-12-29T00:00:00.000Z";"2012-12-29T23:59:59.999Z";"2012-12-29T01:33:00.000Z";"2012-12-29T07:55:00.000Z";"2781";13.48735272;14.79275652;11.93067063;13.48775761;26202.72;143046296;10605639.58;"2012-12-29T23:59:59.999Z"
"2012-12-28T00:00:00.000Z";"2012-12-28T23:59:59.999Z";"2012-12-28T10:51:00.000Z";"2012-12-28T21:29:00.000Z";"2781";13.4201676;14.33707756;12.01139091;13.48663497;23731.55;142985500.64;10602014.58;"2012-12-28T23:59:59.999Z"
"2012-12-27T00:00:00.000Z";"2012-12-27T23:59:59.999Z";"2012-12-27T01:21:00.000Z";"2012-12-27T12:47:00.000Z";"2781";13.4781539;15.61400417;12.04135366;13.42095444;19795.46;142232031.76;10597758.33;"2012-12-27T23:59:59.999Z"
"2012-12-26T00:00:00.000Z";"2012-12-26T23:59:59.999Z";"2012-12-26T05:28:00.000Z";"2012-12-26T00:32:00.000Z";"2781";13.4479929;15.03065811;12.65433387;13.46452665;15888.84;142642115.37;10593919.79;"2012-12-26T23:59:59.999Z"
"2012-12-25T00:00:00.000Z";"2012-12-25T23:59:59.999Z";"2012-12-25T13:02:00.000Z";"2012-12-25T01:06:00.000Z";"2781";13.44967673;14.19164252;11.15790111;13.43245768;13206.95;142250608.34;10590065.63;"2012-12-25T23:59:59.999Z"
"2012-12-24T00:00:00.000Z";"2012-12-24T23:59:59.999Z";"2012-12-24T08:48:00.000Z";"2012-12-24T00:48:00.000Z";"2781";13.31775733;15.13025849;12.5563232;13.46215001;16716.15;142523235.26;10586959.38;"2012-12-24T23:59:59.999Z"
"2012-12-23T00:00:00.000Z";"2012-12-23T23:59:59.999Z";"2012-12-23T02:12:00.000Z";"2012-12-23T12:37:00.000Z";"2781";13.65280902;16.811331;13.29116991;13.31638151;23881.86;140935768.59;10583638.54;"2012-12-23T23:59:59.999Z"
"2012-12-22T00:00:00.000Z";"2012-12-22T23:59:59.999Z";"2012-12-22T22:43:00.000Z";"2012-12-22T05:51:00.000Z";"2781";13.51293895;14.20184287;11.28900038;13.5445149;14795.17;143309348.32;10580618.75;"2012-12-22T23:59:59.999Z"
"2012-12-21T00:00:00.000Z";"2012-12-21T23:59:59.999Z";"2012-12-21T04:46:00.000Z";"2012-12-21T01:00:00.000Z";"2781";13.52422236;15.04326784;12.64659275;13.53259766;25291.4;143131663.51;10576806.25;"2012-12-21T23:59:59.999Z"
