timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
2010-07-24T00:00:00.000Z;2010-07-24T23:59:59.999Z;2010-07-24T00:00:00.000Z;2010-07-24T00:00:00.000Z;0.0626421;0.07964052;0.06156405;0.06975554;496.83;244352.06;3502925;2010-07-24T23:59:59.999Z
2010-07-25T00:00:00.000Z;2010-07-25T23:59:59.999Z;2010-07-25T00:00:00.000Z;2010-07-25T00:00:00.000Z;0.06976299;0.07825864;0.06472816;0.06895142;1555.03;242332.21;3514535.42;2010-07-25T23:59:59.999Z
2010-07-26T00:00:00.000Z;2010-07-26T23:59:59.999Z;2010-07-26T00:00:00.000Z;2010-07-26T00:00:00.000Z;0.06903911;0.07998891;0.05892958;0.06270989;876.44;221157.41;3526675;2010-07-26T23:59:59.999Z
2010-07-27T00:00:00.000Z;2010-07-27T23:59:59.999Z;2010-07-27T00:00:00.000Z;2010-07-27T00:00:00.000Z;0.06294483;0.07577893;0.06183226;0.06799023;3370.9;240347.17;3534975;2010-07-27T23:59:59.999Z
2010-07-28T00:00:00.000Z;2010-07-28T23:59:59.999Z;2010-07-28T00:00:00.000Z;2010-07-28T00:00:00.000Z;0.06798962;0.07253266;0.05885122;0.06786455;4386.99;240439.02;3542925;2010-07-28T23:59:59.999Z
2010-07-29T00:00:00.000Z;2010-07-29T23:59:59.999Z;2010-07-29T00:00:00.000Z;2010-07-29T00:00:00.000Z;0.06785855;0.07019877;0.05314922;0.06375633;8091.7;226457.71;3551875;2010-07-29T23:59:59.999Z
2010-07-30T00:00:00.000Z;2010-07-30T23:59:59.999Z;2010-07-30T00:00:00.000Z;2010-07-30T00:00:00.000Z;0.06373855;0.06869885;0.05247866;0.06366964;3013.58;226729.45;3560977.08;2010-07-30T23:59:59.999Z
2010-07-31T00:00:00.000Z;2010-07-31T23:59:59.999Z;2010-07-31T00:00:00.000Z;2010-07-31T00:00:00.000Z;0.06367021;0.07127451;0.0602027;0.06975885;4033.25;249124.55;3571175;2010-07-31T23:59:59.999Z
2010-08-01T00:00:00.000Z;2010-08-01T23:59:59.999Z;2010-08-01T00:00:00.000Z;2010-08-01T00:00:00.000Z;0.06970508;0.07158763;0.05164856;0.06046468;2595.17;216655.53;3583175;2010-08-01T23:59:59.999Z
2010-08-02T00:00:00.000Z;2010-08-02T23:59:59.999Z;2010-08-02T00:00:00.000Z;2010-08-02T00:00:00.000Z;0.06044506;0.06370065;0.05220235;0.06;3595.64;215716.5;3595275;2010-08-02T23:59:59.999Z
2010-08-03T00:00:00.000Z;2010-08-03T23:59:59.999Z;2010-08-03T00:00:00.000Z;2010-08-03T00:00:00.000Z;0.05998519;0.06212797;0.04965671;0.06;9856.36;216397.5;3606625;2010-08-03T23:59:59.999Z
2010-08-04T00:00:00.000Z;2010-08-04T23:59:59.999Z;2010-08-04T00:00:00.000Z;2010-08-04T00:00:00.000Z;0.05997899;0.06316557;0.05218974;0.0596818;3503.64;215975.01;3618775;2010-08-04T23:59:59.999Z
2010-08-05T00:00:00.000Z;2010-08-05T23:59:59.999Z;2010-08-05T00:00:00.000Z;2010-08-05T00:00:00.000Z;0.05960335;0.06155211;0.04962078;0.06076188;5016.59;220545.88;3629675;2010-08-05T23:59:59.999Z
2010-08-06T00:00:00.000Z;2010-08-06T23:59:59.999Z;2010-08-06T00:00:00.000Z;2010-08-06T00:00:00.000Z;0.06076835;0.07122494;0.05728608;0.06181723;1397.31;224830.82;3637025;2010-08-06T23:59:59.999Z
2010-08-07T00:00:00.000Z;2010-08-07T23:59:59.999Z;2010-08-07T00:00:00.000Z;2010-08-07T00:00:00.000Z;0.06115977;0.067016;0.05067227;0.05964825;2625.28;217398.49;3644675;2010-08-07T23:59:59.999Z
2010-08-08T00:00:00.000Z;2010-08-08T23:59:59.999Z;2010-08-08T00:00:00.000Z;2010-08-08T00:00:00.000Z;0.05967849;0.07118531;0.05511138;0.06085148;2201.06;222388.2;3654550;2010-08-08T23:59:59.999Z
2010-08-09T00:00:00.000Z;2010-08-09T23:59:59.999Z;2010-08-09T00:00:00.000Z;2010-08-09T00:00:00.000Z;0.06084069;0.06840335;0.0551871;0.06613738;13620.25;242337.97;3664052.08;2010-08-09T23:59:59.999Z
2010-08-10T00:00:00.000Z;2010-08-10T23:59:59.999Z;2010-08-10T00:00:00.000Z;2010-08-10T00:00:00.000Z;0.06612978;0.07369883;0.06001432;0.06570639;1304.75;241390.5;3673775;2010-08-10T23:59:59.999Z
2010-08-11T00:00:00.000Z;2010-08-11T23:59:59.999Z;2010-08-11T00:00:00.000Z;2010-08-11T00:00:00.000Z;0.06572198;0.07164571;0.06002559;0.06336595;14095.69;233527.29;3685325;2010-08-11T23:59:59.999Z
2010-08-12T00:00:00.000Z;2010-08-12T23:59:59.999Z;2010-08-12T00:00:00.000Z;2010-08-12T00:00:00.000Z;0.06330224;0.0647802;0.05121367;0.0611463;2055.26;226013.55;3696175;2010-08-12T23:59:59.999Z
2010-08-13T00:00:00.000Z;2010-08-13T23:59:59.999Z;2010-08-13T00:00:00.000Z;2010-08-13T00:00:00.000Z;0.06134036;0.07395598;0.05900163;0.06306071;3601.97;233767.63;3706925;2010-08-13T23:59:59.999Z
2010-08-14T00:00:00.000Z;2010-08-14T23:59:59.999Z;2010-08-14T00:00:00.000Z;2010-08-14T00:00:00.000Z;0.06290812;0.0667319;0.05325986;0.06299919;4404.59;234424.72;3721025;2010-08-14T23:59:59.999Z
2010-08-15T00:00:00.000Z;2010-08-15T23:59:59.999Z;2010-08-15T00:00:00.000Z;2010-08-15T00:00:00.000Z;0.06318722;0.08734873;0.06318722;0.07724812;4462.17;288245.57;3731325;2010-08-15T23:59:59.999Z
2010-08-16T00:00:00.000Z;2010-08-16T23:59:59.999Z;2010-08-16T00:00:00.000Z;2010-08-16T00:00:00.000Z;0.07745849;0.11456039;0.07745849;0.09506984;10678.23;355444.75;3738675;2010-08-16T23:59:59.999Z
2010-08-17T00:00:00.000Z;2010-08-17T23:59:59.999Z;2010-08-17T00:00:00.000Z;2010-08-17T00:00:00.000Z;0.09426671;0.09426671;0.05347087;0.06116077;13207.49;229060.85;3745225;2010-08-17T23:59:59.999Z
2010-08-18T00:00:00.000Z;2010-08-18T23:59:59.999Z;2010-08-18T00:00:00.000Z;2010-08-18T00:00:00.000Z;0.06118207;0.07894217;0.06042814;0.0680466;2957.23;255298.94;3751775;2010-08-18T23:59:59.999Z
2010-08-19T00:00:00.000Z;2010-08-19T23:59:59.999Z;2010-08-19T00:00:00.000Z;2010-08-19T00:00:00.000Z;0.06809194;0.07924876;0.06455044;0.06995843;737.31;262947.51;3758625;2010-08-19T23:59:59.999Z
2010-08-20T00:00:00.000Z;2010-08-20T23:59:59.999Z;2010-08-20T00:00:00.000Z;2010-08-20T00:00:00.000Z;0.06994254;0.07134897;0.05853218;0.06581428;4171.63;248006.31;3768275;2010-08-20T23:59:59.999Z
2010-08-21T00:00:00.000Z;2010-08-21T23:59:59.999Z;2010-08-21T00:00:00.000Z;2010-08-21T00:00:00.000Z;0.06581683;0.07126125;0.06192653;0.06839827;10441.99;258335.14;3776925;2010-08-21T23:59:59.999Z
2010-08-22T00:00:00.000Z;2010-08-22T23:59:59.999Z;2010-08-22T00:00:00.000Z;2010-08-22T00:00:00.000Z;0.06833647;0.07045037;0.05645733;0.06780827;18735.84;256825.52;3787325;2010-08-22T23:59:59.999Z
2010-08-23T00:00:00.000Z;2010-08-23T23:59:59.999Z;2010-08-23T00:00:00.000Z;2010-08-23T00:00:00.000Z;0.06782906;0.08351181;0.06532217;0.06680966;4305.16;253754.79;3798175;2010-08-23T23:59:59.999Z
2010-08-24T00:00:00.000Z;2010-08-24T23:59:59.999Z;2010-08-24T00:00:00.000Z;2010-08-24T00:00:00.000Z;0.06683719;0.07352146;0.0594175;0.06610902;6698.65;251804.3;3808875;2010-08-24T23:59:59.999Z
2010-08-25T00:00:00.000Z;2010-08-25T23:59:59.999Z;2010-08-25T00:00:00.000Z;2010-08-25T00:00:00.000Z;0.06611096;0.07419961;0.06185419;0.06800457;4244.57;259758.76;3819725;2010-08-25T23:59:59.999Z
2010-08-26T00:00:00.000Z;2010-08-26T23:59:59.999Z;2010-08-26T00:00:00.000Z;2010-08-26T00:00:00.000Z;0.06833609;0.08441321;0.06359481;0.06947311;3870.7;266082.45;3829937.5;2010-08-26T23:59:59.999Z
