timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2013-12-21T00:00:00.000Z";"2013-12-21T23:59:59.999Z";"2013-12-21T03:11:02.000Z";"2013-12-21T14:01:02.000Z";"2781";619.9000244141;654.2700195313;579.1699829102;605.6599731445;0;7363114610.5;12157175;"2013-12-21T23:59:59.999Z"
"2013-12-20T00:00:00.000Z";"2013-12-20T23:59:59.999Z";"2013-12-20T07:36:01.000Z";"2013-12-20T23:31:01.000Z";"2781";694.2199707031;729.1599731445;595.3300170898;625.3200073242;0;7599576492;12153050;"2013-12-20T23:59:59.999Z"
"2013-12-19T00:00:00.000Z";"2013-12-19T23:59:59.999Z";"2013-12-19T23:21:01.000Z";"2013-12-19T02:01:02.000Z";"2781";519.0599975586;707.2299804688;502.8900146484;691.9600219727;0;8406397153;12148675;"2013-12-19T23:59:59.999Z"
"2013-12-18T00:00:00.000Z";"2013-12-18T23:59:59.999Z";"2013-12-18T00:16:02.000Z";"2013-12-18T11:11:02.000Z";"2781";678.200012207;679.3200073242;420.5100097656;522.700012207;0;6347159167.5;12143025;"2013-12-18T23:59:59.999Z"
"2013-12-17T00:00:00.000Z";"2013-12-17T23:59:59.999Z";"2013-12-17T07:16:02.000Z";"2013-12-17T02:46:01.000Z";"2781";706.3699951172;754.8300170898;630.8800048828;682.1199951172;0;8279623719;12138075;"2013-12-17T23:59:59.999Z"
"2013-12-16T00:00:00.000Z";"2013-12-16T23:59:59.999Z";"2013-12-16T00:06:01.000Z";"2013-12-16T19:46:02.000Z";"2781";880.3300170898;882.25;668.25;705.9699707031;0;8565534010;12133000;"2013-12-16T23:59:59.999Z"
"2013-12-15T00:00:00.000Z";"2013-12-15T23:59:59.999Z";"2013-12-15T23:21:02.000Z";"2013-12-15T05:56:02.000Z";"2781";875.2899780273;886.1599731445;825;876.1199951172;0;10625517651;12127925;"2013-12-15T23:59:59.999Z"
"2013-12-14T00:00:00.000Z";"2013-12-14T23:59:59.999Z";"2013-12-14T08:21:01.000Z";"2013-12-14T13:21:02.000Z";"2781";899.8499755859;904.6500244141;858.3599853516;872.5999755859;0;10578987915;12123525;"2013-12-14T23:59:59.999Z"
"2013-12-13T00:00:00.000Z";"2013-12-13T23:59:59.999Z";"2013-12-13T09:56:01.000Z";"2013-12-13T20:21:02.000Z";"2781";874.9799804688;941.7899780273;860.049987793;892.5800170898;0;10816819988;12118600;"2013-12-13T23:59:59.999Z"
"2013-12-12T00:00:00.000Z";"2013-12-12T23:59:59.999Z";"2013-12-12T01:21:01.000Z";"2013-12-12T16:46:11.000Z";"2781";882.7800292969;901.9400024414;844.950012207;873.2600097656;0;10578889955;12114250;"2013-12-12T23:59:59.999Z"
"2013-12-11T00:00:00.000Z";"2013-12-11T23:59:59.999Z";"2013-12-11T01:21:02.000Z";"2013-12-11T01:01:02.000Z";"2781";989.0700073242;1001.5800170898;834.2299804688;878.4799804688;0;10638546534;12110175;"2013-12-11T23:59:59.999Z"
"2013-12-10T00:00:00.000Z";"2013-12-10T23:59:59.999Z";"2013-12-10T20:36:01.000Z";"2013-12-10T00:01:01.000Z";"2781";892.3200073242;997.2299804688;892.3200073242;988.5100097656;0;11966951485.5;12106050;"2013-12-10T23:59:59.999Z"
"2013-12-09T00:00:00.000Z";"2013-12-09T23:59:59.999Z";"2013-12-09T07:21:12.000Z";"2013-12-09T00:36:01.000Z";"2781";793.799987793;921.9299926758;780.9000244141;893.1900024414;0;10808715487.5;12101250;"2013-12-09T23:59:59.999Z"
"2013-12-08T00:00:00.000Z";"2013-12-08T23:59:59.999Z";"2013-12-08T22:41:01.000Z";"2013-12-08T01:36:01.000Z";"2781";697.3099975586;802.5100097656;670.8800048828;795.8699951172;0;9627500112.75;12096825;"2013-12-08T23:59:59.999Z"
"2013-12-07T00:00:00.000Z";"2013-12-07T23:59:59.999Z";"2013-12-07T00:21:01.000Z";"2013-12-07T10:21:02.000Z";"2781";835.3200073242;854.6400146484;640.2199707031;698.2299804688;0;8442962248.5;12091950;"2013-12-07T23:59:59.999Z"
"2013-12-06T00:00:00.000Z";"2013-12-06T23:59:59.999Z";"2013-12-06T03:26:02.000Z";"2013-12-06T04:31:02.000Z";"2781";1042.3800048828;1042.3800048828;829.450012207;829.450012207;0;10025645095;12087100;"2013-12-06T23:59:59.999Z"
"2013-12-05T00:00:00.000Z";"2013-12-05T23:59:59.999Z";"2013-12-05T15:26:02.000Z";"2013-12-05T16:16:01.000Z";"2781";1152.7299804688;1154.3599853516;897.1099853516;1045.1099853516;0;12626914509;12081900;"2013-12-05T23:59:59.999Z"
"2013-12-04T00:00:00.000Z";"2013-12-04T23:59:59.999Z";"2013-12-04T23:26:02.000Z";"2013-12-04T01:11:02.000Z";"2781";1077.5799560547;1156.1199951172;1070.1600341797;1151.1700439453;0;13903428350.5;12077650;"2013-12-04T23:59:59.999Z"
"2013-12-03T00:00:00.000Z";"2013-12-03T23:59:59.999Z";"2013-12-03T13:01:01.000Z";"2013-12-03T02:16:02.000Z";"2781";1046.4000244141;1096;1011.2100219727;1078.2800292969;0;13018451838;12073350;"2013-12-03T23:59:59.999Z"
